1085;24826;-8191;0
0;3412;-3680;15712;0
0;3400;-3752;15664;0
0;3432;-3644;15592;0
0;3452;-3720;15688;0
0;3436;-3784;15668;0
0;3440;-3700;15596;0
0;3440;-3700;15596;0
0;3432;-3684;15488;0
0;3532;-3748;15460;0
0;3404;-3764;15740;0
0;3376;-3728;15648;0
0;3492;-3676;15652;0
0;3452;-3720;15572;0
0;3484;-3720;15428;0
0;3412;-3744;15484;0
0;3360;-3752;15608;0
0;3360;-3752;15608;0
0;3372;-3744;15564;0
0;3472;-3724;15548;0
0;3500;-3712;15576;0
0;3416;-3700;15604;0
0;3360;-3660;15604;0
0;3316;-3736;15648;0
0;3528;-3656;15600;0
0;3524;-3768;15624;0
0;3500;-3840;15752;0
0;3500;-3840;15752;0
0;3564;-3760;15680;0
0;3548;-3772;15748;0
0;3404;-3836;15752;0
0;3416;-3836;15612;0
0;3424;-3836;15620;0
0;3444;-3764;15708;0
0;3512;-3748;15780;0
0;3468;-3760;15680;0
0;3412;-3820;15816;0
0;3412;-3704;15748;0
0;3412;-3704;15748;0
0;3416;-3756;15664;0
0;3440;-3768;15672;0
0;3376;-3660;15560;0
0;3320;-3708;15696;0
0;3480;-3712;15660;0
0;3476;-3688;15616;0
0;3504;-3708;15536;0
0;3480;-3756;15628;0
0;3492;-3736;15632;0
0;3492;-3736;15632;0
0;3424;-3708;15632;0
0;3372;-3720;15708;0
0;3368;-3736;15656;0
0;3404;-3732;15584;0
0;3452;-3720;15584;0
0;3440;-3712;15724;0
0;3396;-3696;15800;0
0;3404;-3728;15564;0
0;3412;-3660;15504;0
0;3412;-3660;15504;0
0;3368;-3612;15628;0
0;3380;-3640;15648;0
0;3352;-3576;15680;0
0;3356;-3608;15688;0
0;3348;-3648;15760;0
0;3328;-3708;15712;0
0;3416;-3652;15764;0
0;3476;-3684;15600;0
0;3356;-3696;15688;0
0;3356;-3696;15688;0
0;3292;-3616;15688;0
0;3356;-3600;15704;0
0;3320;-3656;15740;0
0;3352;-3744;15784;0
0;3344;-3708;15768;0
0;3388;-3772;15656;0
0;3376;-3680;15620;0
0;3404;-3672;15568;0
0;3352;-3712;15588;0
0;3352;-3712;15588;0
0;3320;-3688;15748;0
0;3380;-3668;15684;0
0;3356;-3708;15660;0
0;3388;-3568;15668;0
0;3412;-3688;15580;0
0;3340;-3560;15668;0
0;3224;-3580;15556;0
0;3300;-3656;15720;0
0;3404;-3728;15716;0
0;3404;-3728;15716;0
0;3292;-3628;15732;0
0;3396;-3616;15716;0
0;3412;-3660;15692;0
0;3352;-3576;15604;0
0;3384;-3612;15648;0
0;3380;-3588;15688;0
0;3352;-3660;15732;0
0;3332;-3680;15680;0
0;3352;-3728;15848;0
0;3352;-3728;15848;0
0;3464;-3528;15768;0
0;3416;-3568;15756;0
0;3480;-3656;15736;0
0;3456;-3756;15692;0
0;3436;-3676;15716;0
0;3280;-3692;15552;0
0;3388;-3604;15544;0
0;3424;-3612;15592;0
0;3460;-3720;15716;0
0;3460;-3720;15716;0
0;3496;-3680;15684;0
0;3516;-3676;15696;0
0;3452;-3644;15692;0
0;3492;-3672;15688;0
0;3404;-3644;15784;0
0;3500;-3656;15600;0
0;3496;-3740;15532;0
0;3500;-3688;15736;0
0;3420;-3664;15716;0
0;3420;-3664;15716;0
0;3428;-3716;15684;0
0;3340;-3700;15788;0
0;3416;-3640;15744;0
0;3432;-3708;15700;0
0;3364;-3720;15772;0
0;3352;-3724;15732;0
0;3436;-3708;15760;0
0;3452;-3728;15768;0
0;3476;-3788;15660;0
0;3476;-3788;15660;0
0;3416;-3712;15684;0
0;3416;-3628;15716;0
0;3332;-3676;15700;0
0;3388;-3708;15728;0
0;3332;-3748;15580;0
0;3376;-3716;15616;0
0;3404;-3740;15696;0
0;3396;-3812;15656;0
0;3472;-3748;15580;0
0;3472;-3748;15580;0
0;3376;-3772;15664;0
0;3420;-3808;15576;0
0;3404;-3812;15560;0
0;3468;-3764;15692;0
0;3484;-3764;15672;0
0;3428;-3708;15736;0
0;3408;-3788;15640;0
0;3404;-3732;15628;0
0;3300;-3792;15608;0
0;3300;-3792;15608;0
0;3424;-3880;15528;0
0;3360;-3764;15576;0
0;3448;-3716;15612;0
0;3416;-3768;15604;0
0;3472;-3844;15660;0
0;3436;-3828;15604;0
0;3452;-3852;15704;0
0;3544;-3884;15720;0
0;3480;-3800;15688;0
0;3480;-3800;15688;0
0;3484;-3740;15716;0
0;3428;-3712;15768;0
0;3448;-3772;15768;0
0;3436;-3828;15580;0
0;3368;-3780;15472;0
0;3508;-3800;15620;0
0;3448;-3808;15520;0
0;3452;-3768;15572;0
0;3412;-3752;15820;0
0;3412;-3752;15820;0
0;3512;-3668;15592;0
0;3432;-3724;15580;0
0;3424;-3708;15820;0
0;3456;-3732;15580;0
0;3320;-3776;15580;0
0;3360;-3792;15704;0
0;3368;-3772;15576;0
0;3380;-3716;15748;0
0;3380;-3732;15656;0
0;3380;-3732;15656;0
0;3320;-3668;15708;0
0;3408;-3672;15720;0
0;3384;-3672;15756;0
0;3352;-3760;15592;0
0;3372;-3724;15692;0
0;3344;-3680;15628;0
0;3380;-3744;15624;0
0;3348;-3688;15544;0
0;3304;-3692;15656;0
0;3304;-3692;15656;0
0;3416;-3676;15596;0
0;3440;-3708;15780;0
0;3288;-3796;15744;0
0;3340;-3788;15768;0
0;3368;-3716;15692;0
0;3308;-3716;15556;0
0;3364;-3736;15628;0
0;3324;-3760;15752;0
0;3384;-3732;15604;0
0;3352;-3676;15664;0
0;3352;-3676;15664;0
0;3344;-3628;15700;0
0;3448;-3632;15708;0
0;3376;-3648;15688;0
0;3360;-3724;15764;0
0;3360;-3668;15776;0
0;3296;-3716;15772;0
0;3348;-3680;15748;0
0;3352;-3592;15852;0
0;3316;-3636;15744;0
0;3316;-3636;15744;0
0;3288;-3576;15796;0
0;3300;-3696;15844;0
0;3436;-3616;15828;0
0;3244;-3676;15828;0
0;3304;-3680;15796;0
0;3324;-3684;15720;0
0;3248;-3632;15616;0
0;3288;-3540;15764;0
0;3340;-3580;15804;0
0;3340;-3580;15804;0
0;3360;-3644;15892;0
0;3372;-3724;15880;0
0;3344;-3740;15816;0
0;3432;-3708;15752;0
0;3360;-3644;15680;0
0;3364;-3684;15712;0
0;3380;-3588;15740;0
0;3436;-3664;15872;0
0;3448;-3708;15792;0
0;3448;-3708;15792;0
0;3408;-3696;15584;0
0;3420;-3740;15656;0
0;3424;-3616;15672;0
0;3336;-3564;15688;0
0;3416;-3612;15704;0
0;3404;-3652;15648;0
0;3340;-3708;15688;0
0;3260;-3712;15680;0
0;3412;-3664;15716;0
0;3412;-3664;15716;0
0;3432;-3688;15776;0
0;3512;-3672;15628;0
0;3456;-3636;15660;0
0;3436;-3668;15792;0
0;3440;-3692;15632;0
0;3476;-3704;15608;0
0;3564;-3656;15620;0
0;3432;-3632;15680;0
0;3488;-3724;15664;0
0;3488;-3724;15664;0
0;3428;-3720;15660;0
0;3404;-3704;15632;0
0;3536;-3648;15692;0
0;3432;-3656;15696;0
0;3476;-3628;15656;0
0;3420;-3608;15596;0
0;3456;-3700;15664;0
0;3472;-3696;15588;0
0;3496;-3664;15640;0
0;3496;-3664;15640;0
0;3512;-3660;15592;0
0;3460;-3720;15492;0
0;3444;-3664;15640;0
0;3484;-3680;15692;0
0;3456;-3788;15692;0
0;3464;-3728;15644;0
0;3380;-3656;15612;0
0;3540;-3712;15644;0
0;3468;-3668;15600;0
0;3468;-3668;15600;0
0;3444;-3692;15620;0
0;3368;-3676;15652;0
0;3432;-3748;15608;0
0;3480;-3680;15696;0
0;3500;-3668;15552;0
0;3504;-3724;15636;0
0;3488;-3780;15688;0
0;3528;-3696;15620;0
0;3452;-3708;15680;0
0;3452;-3708;15680;0
0;3456;-3768;15628;0
0;3464;-3652;15604;0
0;3416;-3708;15616;0
0;3480;-3708;15740;0
0;3540;-3752;15816;0
0;3504;-3724;15736;0
0;3428;-3740;15648;0
0;3464;-3792;15728;0
0;3428;-3820;15664;0
0;3428;-3820;15664;0
0;8193;28673;6399;0
0;3388;-3708;15592;0
0;3440;-3740;15612;0
0;3532;-3744;15776;0
0;3476;-3704;15752;0
0;3512;-3676;15656;0
0;3512;-3656;15668;0
0;3500;-3632;15668;0
0;3528;-3732;15652;0
0;3528;-3732;15652;0
0;3440;-3656;15732;0
0;3540;-3684;15812;0
0;-1;-1;-1;0
0;3528;-3656;15692;0
0;3544;-3648;15780;0
0;3484;-3728;15788;0
0;3464;-3692;15676;0
0;3444;-3744;15556;0
0;3452;-3588;15656;0
0;3452;-3588;15656;0
0;3408;-3640;15636;0
0;3488;-3752;15724;0
0;3412;-3704;15712;0
0;3432;-3668;15680;0
0;3468;-3616;15640;0
0;3388;-3684;15644;0
0;3460;-3704;15652;0
0;3348;-3648;15648;0
0;3432;-3636;15688;0
0;3432;-3636;15688;0
0;3456;-3636;15644;0
0;3372;-3680;15684;0
0;3444;-3536;15720;0
0;3336;-3604;15668;0
0;3392;-3604;15744;0
0;3428;-3688;15700;0
0;3316;-3632;15660;0
0;3452;-3664;15612;0
0;3544;-3584;15644;0
0;3544;-3584;15644;0
0;3504;-3664;15716;0
0;3392;-3648;15760;0
0;3424;-3572;15736;0
0;3412;-3584;15708;0
0;3396;-3600;15716;0
0;3392;-3588;15632;0
0;3380;-3640;15676;0
0;3404;-3676;15632;0
0;3436;-3676;15788;0
0;3436;-3676;15788;0
0;3372;-3616;15740;0
0;3356;-3656;15620;0
0;3356;-3628;15656;0
0;3360;-3648;15792;0
0;3440;-3628;15736;0
0;3480;-3648;15688;0
0;3360;-3608;15868;0
0;3340;-3648;15680;0
0;3372;-3592;15448;0
0;3304;-3620;15716;0
0;3304;-3620;15716;0
0;3372;-3668;15768;0
0;3384;-3640;15664;0
0;3440;-3600;15736;0
0;3500;-3636;15676;0
0;3368;-3584;15564;0
0;3356;-3648;15540;0
0;3396;-3604;15688;0
0;3492;-3636;15772;0
0;3448;-3648;15784;0
0;3448;-3648;15784;0
0;3468;-3600;15776;0
0;3428;-3608;15704;0
0;3324;-3644;15696;0
0;3452;-3688;15816;0
0;3380;-3648;15556;0
0;3396;-3616;15540;0
0;3456;-3520;15520;0
0;3504;-3636;15672;0
0;3388;-3656;15804;0
0;3388;-3656;15804;0
0;3272;-3632;15632;0
0;3412;-3620;15556;0
0;3456;-3660;15684;0
0;3472;-3676;15696;0
0;3416;-3648;15708;0
0;3448;-3656;15708;0
0;3408;-3696;15704;0
0;3396;-3688;15652;0
0;3400;-3672;15696;0
0;3400;-3672;15696;0
0;3416;-3660;15720;0
0;3384;-3752;15632;0
0;3384;-3616;15564;0
0;3288;-3576;15632;0
0;3360;-3624;15628;0
0;3372;-3648;15624;0
0;3432;-3700;15768;0
0;3388;-3760;15724;0
0;3452;-3700;15504;0
0;3452;-3700;15504;0
0;3388;-3724;15624;0
0;3252;-3748;15732;0
0;3332;-3748;15624;0
0;3300;-3656;15604;0
0;3344;-3648;15720;0
0;3432;-3780;15756;0
0;3268;-3780;15604;0
0;3408;-3768;15728;0
0;3328;-3780;15572;0
0;3328;-3780;15572;0
0;3444;-3784;15592;0
0;3376;-3784;15576;0
0;3412;-3760;15620;0
0;3332;-3776;15592;0
0;3440;-3732;15552;0
0;3500;-3664;15552;0
0;3440;-3708;15536;0
0;3372;-3724;15480;0
0;3372;-3736;15524;0
0;3372;-3736;15524;0
0;3412;-3732;15640;0
0;3424;-3704;15412;0
0;3372;-3704;15456;0
0;3412;-3744;15500;0
0;3452;-3768;15480;0
0;3448;-3760;15320;0
0;3468;-3692;15404;0
0;3388;-3668;15512;0
0;3472;-3700;15396;0
0;3472;-3700;15396;0
0;3400;-3672;15532;0
0;3392;-3640;15584;0
0;3456;-3744;15476;0
0;3356;-3724;15592;0
0;3384;-3668;15604;0
0;3324;-3688;15500;0
0;3308;-3584;15564;0
0;3276;-3692;15556;0
0;3236;-3720;15596;0
0;3236;-3720;15596;0
0;3204;-3732;15688;0
0;3136;-3712;15632;0
0;3200;-3692;15644;0
0;3136;-3764;15656;0
0;3148;-3728;15608;0
0;3052;-3784;15728;0
0;3072;-3772;15792;0
0;3144;-3712;15792;0
0;3020;-3716;15700;0
0;3020;-3716;15700;0
0;3052;-3808;15720;0
0;3124;-3740;15808;0
0;3064;-3740;15804;0
0;3076;-3752;15876;0
0;3028;-3740;15820;0
0;3064;-3704;15824;0
0;3108;-3736;16012;0
0;3084;-3660;16036;0
0;3040;-3740;15900;0
0;3040;-3740;15900;0
0;3172;-3832;15936;0
0;3112;-3772;15944;0
0;3132;-3844;16060;0
0;3112;-3908;16088;0
0;3140;-3896;16172;0
0;3164;-3804;16000;0
0;3220;-3740;15968;0
0;3304;-3856;16000;0
0;3392;-3788;15988;0
0;3392;-3788;15988;0
0;3404;-3744;15892;0
0;3400;-3784;16052;0
0;3392;-3820;16012;0
0;3400;-3712;15992;0
0;3500;-3732;15848;0
0;3596;-3652;15924;0
0;3580;-3668;16016;0
0;3636;-3708;16076;0
0;3632;-3764;15936;0
0;3632;-3764;15936;0
0;3728;-3748;15832;0
0;3732;-3736;15768;0
0;3632;-3748;15848;0
0;3692;-3856;15844;0
0;3688;-3732;15688;0
0;3700;-3700;15756;0
0;3688;-3732;15784;0
0;3724;-3780;15848;0
0;3772;-3728;15764;0
0;3772;-3728;15764;0
0;3688;-3600;15688;0
0;3772;-3700;15884;0
0;3716;-3732;15844;0
0;3740;-3776;15716;0
0;3676;-3740;15632;0
0;3776;-3644;15616;0
0;3708;-3676;15680;0
0;3692;-3732;15624;0
0;3672;-3668;15688;0
0;3672;-3668;15688;0
0;3632;-3676;15688;0
0;3576;-3672;15716;0
0;3492;-3636;15692;0
0;3556;-3580;15724;0
0;3576;-3576;15788;0
0;3556;-3680;15664;0
0;3484;-3648;15732;0
0;3412;-3700;15556;0
0;3440;-3764;15464;0
0;3440;-3764;15464;0
0;3440;-3748;15528;0
0;3492;-3712;15620;0
0;3352;-3668;15456;0
0;3412;-3600;15448;0
0;3376;-3604;15584;0
0;3436;-3684;15508;0
0;3464;-3752;15444;0
0;3372;-3744;15528;0
0;3336;-3724;15660;0
0;3280;-3732;15520;0
0;3280;-3732;15520;0
0;3340;-3700;15612;0
0;3376;-3624;15604;0
0;3304;-3704;15604;0
0;3340;-3760;15456;0
0;3264;-3688;15436;0
0;3336;-3680;15440;0
0;3308;-3684;15508;0
0;3284;-3792;15416;0
0;3344;-3752;15320;0
0;3344;-3752;15320;0
0;3308;-3728;15340;0
0;3364;-3684;15615;0
0;3308;-3644;15444;0
0;3400;-3756;15408;0
0;3280;-3712;15372;0
0;3332;-3708;15392;0
0;3412;-3784;15432;0
0;3332;-3720;15448;0
0;3432;-3652;15444;0
0;3432;-3652;15444;0
0;3472;-3664;15492;0
0;3424;-3632;15432;0
0;3464;-3624;15460;0
0;3512;-3632;15516;0
0;3504;-3740;15384;0
0;3540;-3704;15408;0
0;3552;-3680;15468;0
0;3428;-3696;15464;0
0;3508;-3784;15408;0
0;3508;-3784;15408;0
0;3512;-3692;15364;0
0;3484;-3648;15324;0
0;3556;-3608;15408;0
0;3588;-3600;15644;0
0;3628;-3584;15516;0
0;3552;-3636;15448;0
0;3624;-3632;15564;0
0;3484;-3604;15632;0
0;3416;-3672;15592;0
0;3416;-3672;15592;0
0;3516;-3724;15560;0
0;3544;-3628;15552;0
0;3616;-3588;15604;0
0;3476;-3688;15708;0
0;3500;-3672;15668;0
0;3496;-3564;15768;0
0;3540;-3496;15784;0
0;3504;-3504;15716;0
0;3452;-3572;15784;0
0;3452;-3572;15784;0
0;3544;-3588;15700;0
0;3628;-3524;15712;0
0;3572;-3436;15904;0
0;3496;-3424;15860;0
0;3524;-3496;15796;0
0;3524;-3384;15992;0
0;3500;-3448;15924;0
0;3568;-3464;15996;0
0;3496;-3436;16080;0
0;3496;-3436;16080;0
0;3516;-3408;15948;0
0;3520;-3360;16000;0
0;3524;-3312;15916;0
0;3504;-3292;15900;0
0;3524;-3304;16020;0
0;3572;-3384;15956;0
0;3436;-3376;15956;0
0;3516;-3324;15980;0
0;3444;-3320;15816;0
0;3444;-3320;15816;0
0;3384;-3344;15824;0
0;3420;-3396;15916;0
0;3452;-3344;15944;0
0;3432;-3332;15952;0
0;3448;-3344;15856;0
0;3344;-3376;15956;0
0;3264;-3376;15980;0
0;3368;-3340;15808;0
0;3420;-3332;15752;0
0;3420;-3332;15752;0
0;3352;-3404;15812;0
0;3384;-3424;15932;0
0;3388;-3332;15796;0
0;3376;-3380;15740;0
0;3276;-3504;15652;0
0;3292;-3516;15800;0
0;3312;-3476;15756;0
0;3400;-3468;15592;0
0;3352;-3520;15636;0
0;3352;-3520;15636;0
0;3336;-3532;15700;0
0;3332;-3500;15580;0
0;3344;-3544;15536;0
0;3260;-3572;15628;0
0;3208;-3660;15576;0
0;3132;-3536;15580;0
0;3264;-3548;15516;0
0;3304;-3584;15420;0
0;3280;-3676;15480;0
0;3280;-3676;15480;0
0;3264;-3660;15588;0
0;3184;-3592;15560;0
0;3172;-3532;15628;0
0;3256;-3552;15556;0
0;3236;-3636;15456;0
0;3204;-3648;15528;0
0;3280;-3648;15516;0
0;3276;-3712;15488;0
0;3120;-3760;15576;0
0;3120;-3760;15576;0
0;3176;-3696;15592;0
0;3224;-3652;15468;0
0;3240;-3720;15500;0
0;3260;-3824;15560;0
0;3260;-3780;15584;0
0;3140;-3776;15508;0
0;3252;-3764;15640;0
0;3160;-3680;15752;0
0;3232;-3736;15780;0
0;3232;-3736;15780;0
0;3176;-3808;15548;0
0;3188;-3828;15596;0
0;3340;-3776;15700;0
0;3292;-3768;15776;0
0;3340;-3808;15812;0
0;3304;-3852;15820;0
0;3376;-3744;15660;0
0;3344;-3772;15704;0
0;3292;-3796;15788;0
0;3348;-3808;15612;0
0;3348;-3808;15612;0
0;3240;-3760;15600;0
0;3260;-3776;15636;0
0;3372;-3836;15596;0
0;3344;-3832;15768;0
0;3320;-3756;15660;0
0;3344;-3804;15660;0
0;3432;-3868;15616;0
0;3420;-3932;15704;0
0;3360;-3808;15892;0
0;3360;-3808;15892;0
0;3412;-3768;15944;0
0;3396;-3796;15688;0
0;3424;-3932;15484;0
0;3328;-3844;15684;0
0;3300;-3872;15740;0
0;3388;-3820;15744;0
0;3348;-3844;15664;0
0;3388;-3716;15684;0
0;3380;-3812;15720;0
0;3380;-3812;15720;0
0;3476;-3792;15652;0
0;3436;-3860;15692;0
0;3376;-3772;15732;0
0;3392;-3852;15744;0
0;3332;-3896;15624;0
0;3532;-3828;15616;0
0;3496;-3772;15740;0
0;3424;-3872;15652;0
0;3448;-3924;15572;0
0;3448;-3924;15572;0
0;3420;-3884;15528;0
0;3488;-3868;15512;0
0;3368;-3828;15620;0
0;3416;-3884;15616;0
0;3412;-3856;15604;0
0;3440;-3852;15656;0
0;3456;-3836;15692;0
0;3580;-3856;15648;0
0;3548;-3844;15732;0
0;3548;-3844;15732;0
0;3388;-3864;15644;0
0;3400;-3836;15648;0
0;3384;-3816;15688;0
0;3372;-3880;15712;0
0;3548;-3896;15692;0
0;3428;-3788;15564;0
0;3488;-3768;15704;0
0;3444;-3832;15800;0
0;3464;-3764;15568;0
0;3464;-3764;15568;0
0;3536;-3732;15612;0
0;3536;-3788;15676;0
0;3440;-3784;15520;0
0;3468;-3860;15604;0
0;3552;-3868;15600;0
0;3528;-3772;15580;0
0;3556;-3764;15700;0
0;3508;-3796;15596;0
0;3448;-3792;15612;0
0;3448;-3792;15612;0
0;3548;-3820;15516;0
0;3412;-3752;15516;0
0;3500;-3752;15540;0
0;3472;-3804;15616;0
0;3508;-3640;15676;0
0;3444;-3724;15660;0
0;3500;-3716;15776;0
0;3460;-3764;15652;0
0;3444;-3704;15488;0
0;3444;-3704;15488;0
0;3412;-3696;15624;0
0;3400;-3600;15752;0
0;3464;-3592;15800;0
0;3484;-3636;15704;0
0;3556;-3688;15644;0
0;3396;-3676;15568;0
0;3432;-3640;15724;0
0;3540;-3648;15644;0
0;3460;-3664;15648;0
0;3460;-3664;15648;0
0;3560;-3668;15700;0
0;3476;-3560;15592;0
0;3516;-3628;15556;0
0;3456;-3608;15784;0
0;3464;-3616;15736;0
0;3476;-3596;15708;0
0;3496;-3540;15612;0
0;3560;-3608;15640;0
0;3464;-3564;15744;0
0;3464;-3564;15744;0
0;3444;-3640;15664;0
0;3436;-3608;15716;0
0;3388;-3636;15784;0
0;3452;-3668;15776;0
0;3436;-3536;15676;0
0;3452;-3552;15752;0
0;3472;-3536;15748;0
0;3360;-3576;15700;0
0;3416;-3568;15824;0
0;3416;-3568;15824;0
0;3428;-3576;15676;0
0;3388;-3496;15704;0
0;3468;-3556;15952;0
0;3448;-3576;15780;0
0;3340;-3568;15824;0
0;3332;-3576;15792;0
0;3308;-3520;15764;0
0;3384;-3484;15764;0
0;3388;-3536;15824;0
0;3388;-3536;15824;0
0;3328;-3552;15716;0
0;3324;-3556;15748;0
0;3428;-3576;15756;0
0;3332;-3552;15764;0
0;3472;-3600;15776;0
0;3416;-3628;15816;0
0;3440;-3640;15796;0
0;3340;-3572;15848;0
0;3360;-3592;15788;0
0;3360;-3592;15788;0
0;3372;-3596;15744;0
0;3404;-3600;15740;0
0;3464;-3640;15560;0
0;3364;-3636;15672;0
0;3236;-3604;15756;0
0;3356;-3500;15688;0
0;3276;-3624;15684;0
0;3444;-3528;15688;0
0;3344;-3584;15684;0
0;3344;-3584;15684;0
0;3312;-3588;15552;0
0;3328;-3484;15656;0
0;3356;-3608;15588;0
0;3428;-3692;15604;0
0;3368;-3564;15588;0
0;3416;-3500;15624;0
0;3356;-3544;15620;0
0;3400;-3548;15568;0
0;3400;-3608;15644;0
0;3400;-3608;15644;0
0;3320;-3560;15548;0
0;3456;-3532;15536;0
0;3408;-3556;15584;0
0;3452;-3548;15544;0
0;3356;-3616;15492;0
0;3424;-3612;15568;0
0;3496;-3684;15564;0
0;3496;-3660;15548;0
0;3408;-3652;15592;0
0;3380;-3664;15668;0
0;3380;-3664;15668;0
0;3368;-3712;15624;0
0;3376;-3768;15684;0
0;3416;-3752;15616;0
0;3396;-3768;15544;0
0;3336;-3728;15620;0
0;3460;-3632;15596;0
0;3388;-3552;15480;0
0;3520;-3672;15412;0
0;3464;-3696;15612;0
0;3464;-3696;15612;0
0;3432;-3608;15608;0
0;3424;-3552;15676;0
0;3396;-3528;15684;0
0;3460;-3524;15692;0
0;3416;-3596;15764;0
0;3380;-3716;15648;0
0;3476;-3748;15612;0
0;3480;-3752;15652;0
0;3556;-3708;15756;0
0;3556;-3708;15756;0
0;3528;-3640;15764;0
0;3448;-3672;15820;0
0;3432;-3632;15764;0
0;3436;-3696;15796;0
0;3444;-3660;15812;0
0;3424;-3684;15708;0
0;3404;-3628;15840;0
0;3396;-3656;15760;0
0;3580;-3752;15684;0
0;3580;-3752;15684;0
0;3548;-3728;15660;0
0;3452;-3632;15720;0
0;3412;-3676;15752;0
0;3440;-3712;15848;0
0;3580;-3728;15724;0
0;3508;-3724;15656;0
0;3400;-3660;15592;0
0;3472;-3652;15712;0
0;3396;-3536;15736;0
0;3396;-3536;15736;0
0;3480;-3688;15664;0
0;3460;-3576;15588;0
0;3412;-3628;15716;0
0;3300;-3692;15736;0
0;3496;-3768;15660;0
0;3508;-3788;15844;0
0;3412;-3700;15724;0
0;3432;-3720;15584;0
0;3408;-3736;15720;0
0;3408;-3736;15720;0
0;3408;-3624;15768;0
0;3428;-3644;15784;0
0;3348;-3716;15800;0
0;3372;-3604;15768;0
0;3312;-3732;15728;0
0;3392;-3800;15588;0
0;3336;-3804;15644;0
0;3372;-3632;15688;0
0;3384;-3644;15648;0
0;3384;-3644;15648;0
0;3460;-3696;15692;0
0;3432;-3688;15728;0
0;3316;-3736;15684;0
0;3276;-3628;15736;0
0;3356;-3756;15824;0
0;3320;-3764;15776;0
0;3404;-3776;15656;0
0;3332;-3696;15740;0
0;3360;-3600;15668;0
0;3360;-3600;15668;0
0;3252;-3652;15656;0
0;3412;-3748;15636;0
0;3352;-3664;15668;0
0;3420;-3752;15748;0
0;3440;-3660;15764;0
0;3348;-3648;15620;0
0;3224;-3740;15680;0
0;3268;-3744;15708;0
0;3356;-3684;15772;0
0;3356;-3684;15772;0
0;3320;-3676;15616;0
0;3224;-3660;15680;0
0;3300;-3736;15688;0
0;3312;-3700;15812;0
0;3336;-3708;15648;0
0;3348;-3676;15708;0
0;3328;-3784;15736;0
0;3416;-3772;15720;0
0;3240;-3728;15752;0
0;3240;-3728;15752;0
0;3328;-3680;15720;0
0;3288;-3588;15688;0
0;3320;-3640;15720;0
0;3320;-3740;15604;0
0;3288;-3636;15676;0
0;3296;-3608;15660;0
0;3328;-3648;15668;0
0;3252;-3776;15652;0
0;3304;-3700;15692;0
0;3304;-3700;15692;0
0;3324;-3640;15660;0
0;3296;-3708;15544;0
0;3308;-3720;15624;0
0;3360;-3660;15632;0
0;3244;-3732;15636;0
0;3368;-3796;15572;0
0;3404;-3764;15688;0
0;3344;-3692;15688;0
0;3384;-3688;15768;0
0;3384;-3688;15768;0
0;3460;-3640;15740;0
0;3452;-3672;15608;0
0;3372;-3640;15664;0
0;3320;-3688;15784;0
0;3400;-3720;15724;0
0;3288;-3660;15692;0
0;3488;-3688;15736;0
0;3428;-3644;15696;0
0;3400;-3636;15760;0
0;3400;-3636;15760;0
0;3376;-3716;15660;0
0;3312;-3684;15720;0
0;3472;-3668;15796;0
0;3412;-3632;15664;0
0;3432;-3568;15852;0
0;3496;-3616;15852;0
0;3368;-3580;15768;0
0;3452;-3600;15824;0
0;3328;-3560;15832;0
0;3328;-3560;15832;0
0;3396;-3564;15864;0
0;3284;-3616;15792;0
0;3356;-3520;15804;0
0;3412;-3412;15868;0
0;3400;-3424;15780;0
0;3452;-3544;15712;0
0;3312;-3480;15764;0
0;3344;-3512;15772;0
0;3400;-3520;15640;0
0;3400;-3520;15640;0
0;3292;-3596;15776;0
0;3392;-3544;15872;0
0;3372;-3416;15828;0
0;3444;-3472;15600;0
0;3336;-3508;15620;0
0;3348;-3516;15568;0
0;3348;-3468;15620;0
0;3484;-3436;15644;0
0;3412;-3444;15680;0
0;3324;-3556;15688;0
0;3324;-3556;15688;0
0;3368;-3552;15536;0
0;3384;-3468;15512;0
0;3392;-3460;15620;0
0;3448;-3488;15752;0
0;3468;-3476;15676;0
0;3456;-3500;15732;0
0;3412;-3396;15664;0
0;3408;-3464;15692;0
0;3444;-3524;15652;0
0;3444;-3524;15652;0
0;3400;-3448;15688;0
0;3344;-3532;15752;0
0;3428;-3448;15760;0
0;3460;-3436;15764;0
0;3476;-3580;15724;0
0;3468;-3588;15692;0
0;3444;-3516;15732;0
0;3392;-3496;15736;0
0;3440;-3596;15708;0
0;3440;-3596;15708;0
0;3440;-3504;15612;0
0;3404;-3560;15584;0
0;3452;-3572;15716;0
0;3384;-3560;15768;0
0;3460;-3484;15628;0
0;3384;-3516;15528;0
0;3476;-3480;15656;0
0;3492;-3468;15596;0
0;3456;-3520;15636;0
0;3456;-3520;15636;0
0;3404;-3572;15696;0
0;3368;-3528;15500;0
0;3400;-3528;15564;0
0;3432;-3600;15732;0
0;3480;-3640;15676;0
0;3424;-3632;15564;0
0;3404;-3584;15552;0
0;3564;-3636;15576;0
0;3432;-3732;15624;0
0;3432;-3732;15624;0
0;3452;-3636;15776;0
0;3464;-3624;15592;0
0;3468;-3716;15648;0
0;3392;-3608;15732;0
0;3384;-3592;15564;0
0;3476;-3688;15556;0
0;3420;-3700;15512;0
0;3488;-3668;15684;0
0;3456;-3668;15776;0
0;3456;-3668;15776;0
0;3400;-3700;15712;0
0;3452;-3740;15624;0
0;3416;-3800;15680;0
0;3452;-3780;15784;0
0;3376;-3824;15664;0
